"date","time","session","title","topics","paper.1","paper.2","paper.3","paper.4","paper.5","paper.6","organizer","chair","discussants","panelist","moderator","paper"
"11/18/2023","8:00 AM-9:45 AM","1.A.37","Topics in Urban Economics","Urban & Regional","
An Analysis of the New York City Traffic Volume, Vehicle Collisions, and Safety under COVID-19
Bryan S. Weber*, College of Staten Island, City University of New York
Paolo Cappellari, College of Staten Island, City University of New York","Applying New Property Tax Assessment Solutions to the State of New Jersey
Robert Haywood Scott*, Monmouth University
Jonathan Daigle, Monmouth University","Burning Issues: Examining the Impacts of Climate Change on Landfill Fires and Their Human Costs in India
Ancilla Marie Inocencio*, Binghamton University","Do Mayors Love Their Neighbors? Localism and Patronage in City Government
Walter Melnik*, Marquette University","","","","Bryan S. Weber, College of Staten Island, City University of New York","","","",""
"11/18/2023","8:00 AM-9:45 AM","1.A.39","Economics of Legal Institutions","Development","
Racial Bias and Decision Fatigue
Sungwoo Cho*, University of California, Los Angeles","Illegal Gun Bounties and Gun Violence
Brad Davis*, Florida State University","Resolving the Cold-Start Problem by Signaling the Quality of Professionals: Evidence from Online Legal Services
Hong Lee*, Indiana University Bloomington","Wrongful Discharge Laws and Entrepreneurship
Jiantao Ma*, Louisiana State University","","","Bryan McCannon, West Virginia University","Henry A. Thompson, University of Mississippi","Alexander Lundberg, Northwestern University
Zachary Porreca, Bocconi University
Justin Heflin, West Virginia University
Henry A. Thompson, University of Mississippi","","",""
"11/18/2023","8:00 AM-9:45 AM","1.A.40","Economic Theory","Theory","
When the Modes of Interactions Matter: Virtual and In-Person Integration of Newcomers in a Dynamic Setting
George Agyeah*, University of Arkansas","Conservative Updating
Chao Hung (Tommy) Chan*, Virginia Polytechnic Institute and State University","Firm Behavior in a Market with Inattentive Consumers
Yujian Chen*, Johns Hopkins University","Strategic Stockout Substitutions: Manipulating Consumer Learning to Boost Future Profits
Andrew Zeyveld*, Michigan State University","","","Bryan McCannon, Illinois Wesleyan University","Andrew Samuel, Loyola University Maryland","Brock Stoddard, Appalachian State University
J. Braxton Gately, Western Illinois University
Andrew Samuel, Loyola University Maryland
Michael Raith, University of Rochester","","",""
"11/18/2023","8:00 AM-9:45 AM","1.A.41","Austrian Complexity Economics","Misc.","
Quantum and Austrian Economics
Matthew Leo Kelly*, The University of Texas at Dallas","The Evolution of Public Choice: Key Insights for the Future
Cameron Harwick*, State University of New York at Brockport
Abigail Devereux, Wichita State University","Economic and Political Institutional Emergence
Eric Alston*, University of Colorado Boulder","The Cacophony within Macroeconomics
Roger Koppl*, Syracuse University","The Use of Social Knowledge: How Polycentricity and Institutions Emerge
Abigail Devereux*, Wichita State University","An Agent-Based Model of Privacy and Data Sharing Rules on Search Engines
John Schuler*, Kukun Home Investment Intelligence","Abigail Devereaux, Wichita State University","Abigail Devereaux, Wichita State University","","","",""
"11/18/2023","10:00 AM-11:45 AM","1.B.01","Updates in Economic Education","Education, Teaching","
Unanswered Questions in Economic Education
KimMarie McGoldrick*, University of Richmond
Sam Allgood, University of Nebraska–Lincoln","A Critical Review of Recent Economics Pedagogy Literature, 2022-2023
Caroline Elliott*, University of Warwick
Alvin Birdi, University of Bristol
Steven Cook, Swansea University
Denise Hawkes, Anglia Ruskin University","A Guide to the U.S. Academic Economics Job Market for Teaching-Focused Jobs
Allison Luedtke*, St. Olaf College
Melanie Fox, Purdue University
Benjamin Harrell, Vanderbilt University
Gina Pieters, The University of Chicago","Advancing the Teaching of Economics: An International Study of Economics Faculty Positions Focused on Teaching and the Scholarship of Teaching
Fabio Arico*, University of East Anglia
Alvin Birdi, University of Bristol
Avi J. Cohen, York University
Caroline Elliott, University of Warwick","","","Simon Halliday, University of Bristol","Janine Wilson, University of California, Davis","John C. Whitehead, Appalachian State University
Johnny Ducking, North Carolina Agricultural and Technical State University
Doug McKee, Cornell University
Petar Stankov, Royal Holloway, University of London","","",""
"11/18/2023","10:00 AM-11:45 AM","1.B.02","Structural Microeconomics: Public Economics","Metrics, Public","
Propensity to Consume Food Out of SNAP and Its Welfare Implications
Jintaek Song*, Yale University","In-Kind Transfers, Incomplete Program Take-Up, and Labor Supply
Gizem Kosar*, Federal Reserve Bank of New York
Robert Moffitt, Johns Hopkins University","Prospering through Prospera: A Dynamic Model of CCT Impacts on Educational Attainment and Achievement in Mexico
Weilong Zhang*, University of Cambridge
Jere Behrman, University of Pennsylvania
Susan Parker University of Maryland
Petra Todd, University of Pennsylvania","","","","Pengpeng Xiao, Duke University","Gizem Kosar, Federal Reserve Bank of New York","Dong Woo Hahm, University of Southern California
Emily Moschini, William & Mary
Minseon Park, Yale University","","",""
"11/18/2023","10:00 AM-11:45 AM","1.B.03","Theory: Information II","Theory","
Information and Pricing in Search Markets
Silvana Krasteva*, Texas A&M University","Equilibrium Information in Credence Goods
Ting Liu*, Stony Brook University","Regulating Disclosure: The Value of Discretion
Udayan Vaidya*, Duke University","Selling Good Odds
Fei Li *, The University of North Carolina at Chapel Hill","","","Fei Li, The University of North Carolina at Chapel Hill","Udayan Vaidya, Duke University","","","",""
"11/18/2023","10:00 AM-11:45 AM","1.B.04","Crime and Policing: Drugs, Disasters, and Direct Transfers","Law & Econ","
Avocados, Mexico's Green Gold: The U.S. Opioid Crisis and Its Impact on Mexico's Drug Cartel Violence
Itzel de Haro Lopez*, University of Wisconsin–Madison ","Sports Betting Legalization Amplifies Emotional Cues
Emily Arnensen*, University of Oregon","Stimulus Payments and Crime: Randomized Timing from Social Security Serial Digits
Jillian Carr*, Purdue University
David Pritchard, U.S. Census Bureau","","","","Jennifer L. Doleac, Arnold Ventures, LLC","Katie Bollman, Oregon State University","Anne Burton, The University of Texas at Dallas
Tyler Giles, Wellesley College
Maria Padilla-Romo, The University of Tennessee, Knoxville","","",""
"11/18/2023","10:00 AM-11:45 AM","1.B.05","Innovation, Trade, and Economic Growth","Development, Trade","
Business Cycles, R&D, and Hysteresis: An Empirical Investigation
Filippo Massari*, Fairfield University
Hedieh Shadmani, Fairfield University","Services Export and FDI Affiliation
Jun Nie*, Southern Methodist University","Structural Change and Liberalization: Evidence from the EU
Hugo Vaca Pereira Rocha*, Clemson University
Michal Jerzmanowski, Clemson University","The Conflicting Effects of International Trade: Colombia and the Panama Canal (1851-1973)
Jose Belmar*, Brown University","","","Ömer Özak, Southern Methodist University","Filippo Massari, Fairfield University","","","",""
"11/18/2023","10:00 AM-11:45 AM","1.B.06","Alcohol, Opioids, and Guns: Revisiting Estimated Public Health Consequences","Health, Public","
Alcohol Use and Risky Sex: New Estimates of Discontinuities in Gonorrhea Rates at the Minimum Legal Drinking Age
Natalie Katz*, Duke University
Isabella Antonio, Duke University","The Effects of Good Samaritan & Prescription Length Limit Laws on Opioid Deaths
Spencer Cooper-Ohm*, The University of Iowa","Revisiting the Effects of Ignition Interlock Laws on Drunk Driving Fatalities
Jenna Goldberg*, Duke University
Brant Walker, University of California, Berkeley","Mass Shootings, New Gun Purchases, and Gun-Related Deaths
Tuan Nguyen*, Central College","","","Jeffrey DeSimone, Duke University","Jeffrey DeSimone, Duke University","Spencer Cooper-Ohm, The University of Iowa
Jenna Goldberg, Duke University
Tuan Nguyen, Central College
Natalie Katz, Duke University","","",""
"11/18/2023","10:00 AM-11:45 AM","1.B.07","Education II","Education","
Predicting Passing via Model Averaging with Nonparametric Estimators
Daniel Henderson*, The University of Alabama
Natalie Millar, Stanford University","The Effects of a Statewide Ban on School Suspensions in Early Primary Grades
Catherine Mata*, Brown University
Jane Lincove, University of Maryland, Baltimore County
Kalena E. Cortes, Texas A&M University","How a Good School in the Neighborhood Affects Academic Outcomes
Sarah Cordes*, Temple University
Jeehee Han, Texas A&M University
Amy Ellen Schwartz, University of Delaware","","","","Kathy Hayes, Southern Methodist University","Sarah Cordes, Temple University","Emily Elizabeth Cook, Tulane University
Daniel Henderson, The University of Alabama
Li Feng, Texas State University","","",""
"11/18/2023","10:00 AM-11:45 AM","1.B.08","Applied Labor Economics II","Labor","
Minimum Wage and the Child Care Market
Jessica Brown*, University of South Carolina
Chris M. Herbst, Arizona State University","The Lifetime Earnings Effects of the Social Security Student Benefit
Melanie Zaber*, RAND Corporation
Daniel Schwam, RAND Corporation
Kathryn Edwards, RAND Corporation","Intergenerational Effects of Occupation Choice: Evidence from the United States Army
Richard Patterson*, Brigham Young University
Kyle Greenberg, United States Military Academy
Matthew Gudgeon, United States Military Academy
Adam Isen, U.S. Department of the Treasury
Corbin Miller, United States Military Academy","","","","Orgul Ozturk, University of South Carolina, and Michael Stephens Kofoed, The University of Tennessee, Knoxville","Gregory Gilpin, Montana State University","Isaac Swensen, Montana State University
Emily Nix, University of Southern California
Shaun M. Dougherty, Boston College
Brandyn Churchill, University of Massachusetts Amherst","","",""
"11/18/2023","10:00 AM-11:45 AM","1.B.09","Policies Affecting Infants, Children, and Adolescents","Household, Policy","
Opioids, Unemployment Shocks, and Infant Health
Revathy Suryanarayana*, Cornell University","The Long Term Effects of the WIC Program and Interaction Effects of Public Programs in the U.S.
Anna Malinovskaya*, Cornell University","The Impact of Income during Infancy on Long Term Outcomes of Families: Evidence from a Discontinuity in Tax Benefits
Sakshi Bhardwaj*, University of Illinois Urbana-Champaign","Safe Drinking Water at Schools and Student Outcomes
Luis C. Carvajal-Osorio*, Vanderbilt University","","","Nishith Prakash, Northeastern University, and Priya Mukherjee, University of Wisconsin-Madison","Anna Malinovskaya, Cornell University","","","",""
"11/18/2023","10:00 AM-11:45 AM","1.B.10","Causal Inference I","Metrics","
Examiner Designs with Multiple Treatments: Conviction, Incarceration, and Policy Effects
Vishal Kamat*, Toulouse School of Economics
Samuel Norris, The University of British Columbia
Matthew Pecenco, Brown University","A Structural Model of Bias in Bail Decisions
Arnaud Maurel*, Duke University
Bocar Ba, Duke University
Xavier D'Haultfoeuille, Center for Research in Economics and Statistics
Zhangchi Ma, Duke University","A Sharp Test for Judge Leniency IV Designs
Ismael Mourifie*, Washington University in St. Louis
Yu-Chin Hsu, National Taiwan University
Mohamed Coulibaly, HEC Montréal
Yuanyuan Wan, University of Toronto","Doubly Robust Estimators with Weak Overlap
Takuya Ura*, University of California, Davis
Yukun Ma, Vanderbilt University
Pedro Sant'Anna, Emory University
Yuya Sasaki, Vanderbilt University","","","Pedro Sant'Anna, Emory University, Yuya Sasaki, Vanderbilt University, and Tymon Sloczynski, Brandeis University","Yuya Sasaki, Vanderbilt University","","","",""
"11/18/2023","10:00 AM-11:45 AM","1.B.11","Firms and Trade","Trade","
Export Patterns and Liquidity Shocks
Nik Lopatin*, Ashland University
Hameed Marie, Indiana University Bloomington","Variable Import and Export Markups and the Pro-Competitive Gains from Trade
Gunnar Heins*, University of Florida
Hamid Firooz, University of Rochester
Sankalp Mathur, Reserve Bank of India","Product Recalls and Export Decisions of Chinese Firms
Dangyang Zhang*, The University of Akron
Jiatong Zhong, University of Alberta","Entry Delay in Export Markets
Beverly Mendoza*, Stephen F. Austin State University
Rebecca J. Davis, Stephen F. Austin State University","","","Maia Linask, University of Richmond","Maia Linask, University of Richmond","","","",""
